zip,metro,0br,1br,2br,3br,4br
76132,"Fort Worth-Arlington, TX HUD Metro FMR Area",1010,1150,1370,1820,2260
76133,"Fort Worth-Arlington, TX HUD Metro FMR Area",980,1120,1330,1770,2200
76134,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76135,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,960,1140,1510,1880
76136,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76137,"Fort Worth-Arlington, TX HUD Metro FMR Area",1190,1350,1610,2140,2660
76140,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1170,1400,1860,2310
76147,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76148,"Fort Worth-Arlington, TX HUD Metro FMR Area",1240,1400,1670,2220,2760
76155,"Fort Worth-Arlington, TX HUD Metro FMR Area",1030,1170,1390,1850,2300
76161,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76162,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76163,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76164,"Fort Worth-Arlington, TX HUD Metro FMR Area",780,880,1050,1390,1740
76177,"Fort Worth-Arlington, TX HUD Metro FMR Area",1220,1370,1630,2150,2700
76179,"Fort Worth-Arlington, TX HUD Metro FMR Area",1320,1490,1780,2360,2940
76180,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1180,1410,1870,2330
76182,"Fort Worth-Arlington, TX HUD Metro FMR Area",1070,1210,1440,1910,2380
76185,"Fort Worth-Arlington, TX HUD Metro FMR Area",940,1060,1270,1690,2100
76244,"Fort Worth-Arlington, TX HUD Metro FMR Area",1410,1590,1900,2520,3140
76248,"Fort Worth-Arlington, TX HUD Metro FMR Area",1200,1360,1620,2150,2680
76262,"Fort Worth-Arlington, TX HUD Metro FMR Area",1150,1260,1490,1930,2490
76439,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1020,1220,1620,2020
76462,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,890,1060,1410,1750
76485,"Fort Worth-Arlington, TX HUD Metro FMR Area",900,1020,1220,1620,2020
76486,"Fort Worth-Arlington, TX HUD Metro FMR Area",630,690,820,1080,1340
76487,"Fort Worth-Arlington, TX HUD Metro FMR Area",960,1060,1260,1670,2020
76490,"Fort Worth-Arlington, TX HUD Metro FMR Area",720,820,980,1300,1620
