zip,metro,0br,1br,2br,3br,4br
76163,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76164,"Fort Worth-Arlington, TX HUD Metro FMR Area",680,760,940,1270,1600
76177,"Fort Worth-Arlington, TX HUD Metro FMR Area",1160,1310,1610,2170,2730
76179,"Fort Worth-Arlington, TX HUD Metro FMR Area",1120,1270,1560,2110,2650
76180,"Fort Worth-Arlington, TX HUD Metro FMR Area",920,1040,1280,1730,2180
76182,"Fort Worth-Arlington, TX HUD Metro FMR Area",1040,1180,1450,1970,2460
76185,"Fort Worth-Arlington, TX HUD Metro FMR Area",840,950,1170,1590,1990
76244,"Fort Worth-Arlington, TX HUD Metro FMR Area",1260,1420,1750,2370,2970
76248,"Fort Worth-Arlington, TX HUD Metro FMR Area",1080,1220,1500,2030,2550
76262,"Fort Worth-Arlington, TX HUD Metro FMR Area",1050,1190,1440,1910,2470
76462,"Fort Worth-Arlington, TX HUD Metro FMR Area",800,920,1100,1430,1790
76486,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,840,1010,1330,1640
76487,"Fort Worth-Arlington, TX HUD Metro FMR Area",820,900,1090,1460,1790
76490,"Fort Worth-Arlington, TX HUD Metro FMR Area",770,870,1070,1450,1820
